document_number,publication_date,agency_id,agency,subagency,title,abstract,type,excerpts,raw_name,slug,url,html_url,pdf_url,public_inspection_pdf_url,json_url,parent_id
2018-07701,2018-04-13,253,Interior Department,National Park Service,"Notice of Intent To Repatriate Cultural Items: New York State Museum, Albany, NY","The New York State Museum, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, has determined that the cultural items listed in this notice meet the definition of unassociated funerary objects. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to claim these cultural items should submit a written request to the New York State Museum. If no additional claimants come forward, transfer of control of the cultural items to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.",Notice,"The New York State Museum, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, has determined that the cultural items listed in this notice meet the definition of unassociated funerary objects. Lineal descendants or...",DEPARTMENT OF THE INTERIOR,interior-department,https://www.federalregister.gov/agencies/interior-department,https://www.federalregister.gov/documents/2018/04/13/2018-07701/notice-of-intent-to-repatriate-cultural-items-new-york-state-museum-albany-ny,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07701.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07701.pdf?1523537128,https://www.federalregister.gov/api/v1/agencies/253.json,
2018-07702,2018-04-13,253,Interior Department,National Park Service,"Notice of Inventory Completion: U.S. Army Corps of Engineers, Omaha District, Omaha, NE, and State Archaeological Research Center, Rapid City, SD","The U.S. Army Corps of Engineers, Omaha District (Omaha District), has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Omaha District. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.",Notice,"The U.S. Army Corps of Engineers, Omaha District (Omaha District), has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that...",DEPARTMENT OF THE INTERIOR,interior-department,https://www.federalregister.gov/agencies/interior-department,https://www.federalregister.gov/documents/2018/04/13/2018-07702/notice-of-inventory-completion-us-army-corps-of-engineers-omaha-district-omaha-ne-and-state,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07702.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07702.pdf?1523537128,https://www.federalregister.gov/api/v1/agencies/253.json,
2018-07737,2018-04-13,253,Interior Department,Reclamation Bureau,"Notice of Availability of a Supplemental Draft Environmental Impact Statement and Notice of Public Meetings for the Kachess Drought Relief Pumping Plant and Keechelus Reservoir-to-Kachess Reservoir Conveyance, Kittitas and Yakima Counties, Washington",The Bureau of Reclamation and Washington State Department of Ecology (Ecology) have made available for public review and comment the Kachess Drought Relief Pumping Plant and Keechelus Reservoir-to-Kachess Reservoir Conveyance Supplemental Draft Environmental Impact Statement (SDEIS). This SDEIS was previously identified in the Notice of Intent to Prepare an Environmental Impact Statement as ``Keechelus Reservoir- to-Kachess Reservoir Conveyance and Kachess Inactive Storage.'' The name was changed to better reflect the proposed action and alternatives evaluated in the SDEIS. The SDEIS addresses the impacts associated with the Kachess Drought Relief Pumping Plant (KDRPP) and Keechelus Reservoir-to-Kachess Reservoir Conveyance (KKC) by expanding on the analysis conducted in the Yakima River Basin Integrated Water Resource Management Plan (Integrated Plan) Programmatic Environmental Impact Statement (March 2012).,Notice,The Bureau of Reclamation and Washington State Department of Ecology (Ecology) have made available for public review and comment the Kachess Drought Relief Pumping Plant and Keechelus Reservoir-to-Kachess Reservoir Conveyance Supplemental Draft...,DEPARTMENT OF THE INTERIOR,interior-department,https://www.federalregister.gov/agencies/interior-department,https://www.federalregister.gov/documents/2018/04/13/2018-07737/notice-of-availability-of-a-supplemental-draft-environmental-impact-statement-and-notice-of-public,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07737.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07737.pdf?1523537133,https://www.federalregister.gov/api/v1/agencies/253.json,
2018-07666,2018-04-13,262,International Trade Commission,,Certain Carbon and Alloy Steel Products; Commission Determination To Terminate the Investigation in Its Entirety,Notice is hereby given that the U.S. International Trade Commission has determined to terminate the investigation in its entirety.,Notice,Notice is hereby given that the U.S. International Trade Commission has determined to terminate the investigation in its entirety.,INTERNATIONAL TRADE COMMISSION,international-trade-commission,https://www.federalregister.gov/agencies/international-trade-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07666/certain-carbon-and-alloy-steel-products-commission-determination-to-terminate-the-investigation-in,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07666.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07666.pdf?1523537123,https://www.federalregister.gov/api/v1/agencies/262.json,
2018-07665,2018-04-13,262,International Trade Commission,,Aluminum Foil From China,,Notice,,INTERNATIONAL TRADE COMMISSION,international-trade-commission,https://www.federalregister.gov/agencies/international-trade-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07665/aluminum-foil-from-china,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07665.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07665.pdf?1523537123,https://www.federalregister.gov/api/v1/agencies/262.json,
2018-07709,2018-04-13,271,Labor Department,,"Agency Information Collection Activities; Submission for OMB Review; Comment Request, Reentry Employment Opportunities Evaluation, New Collection","The Department of Labor (DOL), as part of its continuing effort to reduce paperwork and respondent burden, conducts a preclearance consultation program to provide the general public and federal agencies with an opportunity to comment on proposed and/or continuing collections of information in accordance with the Paperwork Reduction Act of 1995 (PRA95) [44 U.S.C. 3506(c)(2)(A)]. This program helps to ensure that requested data can be provided in the desired format, reporting burden (time and financial resources) is minimized, collection instruments are clearly understood, and the impact of collection requirements on respondents is properly assessed. Currently, DOL is soliciting comments concerning the collection of data about the Reentry Employment Opportunities (REO) Program. A copy of the proposed Information Collection Request (ICR) can be obtained by contacting the office listed in the addressee section of this notice.",Notice,"The Department of Labor (DOL), as part of its continuing effort to reduce paperwork and respondent burden, conducts a preclearance consultation program to provide the general public and federal agencies with an opportunity to comment on proposed and/or...",DEPARTMENT OF LABOR,labor-department,https://www.federalregister.gov/agencies/labor-department,https://www.federalregister.gov/documents/2018/04/13/2018-07709/agency-information-collection-activities-submission-for-omb-review-comment-request-reentry,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07709.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07709.pdf?1523537129,https://www.federalregister.gov/api/v1/agencies/271.json,
2018-07653,2018-04-13,280,Management and Budget Office,,OMB Final Sequestration Report to the President and Congress for Fiscal Year 2018,"OMB is issuing its Final Sequestration Report to the President and Congress for FY 2018 to report on compliance of enacted 2018 discretionary appropriations legislation with the discretionary caps. The report includes adjustments to the 2018 and 2019 caps for changes in the Bipartisan Budget Act of 2018 and it finds that enacted appropriations are within those discretionary caps for 2018. As a result, a sequestration of discretionary budget authority is not required in 2018. The report also finds that enacted supplemental appropriations for 2017 are within the 2017 caps.",Notice,OMB is issuing its Final Sequestration Report to the President and Congress for FY 2018 to report on compliance of enacted 2018 discretionary appropriations legislation with the discretionary caps. The report includes adjustments to the 2018 and 2019...,OFFICE OF MANAGEMENT AND BUDGET,management-and-budget-office,https://www.federalregister.gov/agencies/management-and-budget-office,https://www.federalregister.gov/documents/2018/04/13/2018-07653/omb-final-sequestration-report-to-the-president-and-congress-for-fiscal-year-2018,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07653.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07653.pdf?1523537120,https://www.federalregister.gov/api/v1/agencies/280.json,
2018-07691,2018-04-13,304,National Archives and Records Administration,,Records Schedules; Availability and Request for Comments,"The National Archives and Records Administration (NARA) publishes notice at least once monthly of certain Federal agency requests for records disposition authority (records schedules). Once approved by NARA, records schedules provide mandatory instructions on what happens to records when agencies no longer need them for current Government business. The records schedules authorize agencies to preserve records of continuing value in the National Archives of the United States and to destroy, after a specified period, records lacking administrative, legal, research, or other value. NARA publishes notice in the Federal Register for records schedules in which agencies propose to destroy records they no longer need to conduct agency business. NARA invites public comments on such records schedules.",Notice,"The National Archives and Records Administration (NARA) publishes notice at least once monthly of certain Federal agency requests for records disposition authority (records schedules). Once approved by NARA, records schedules provide mandatory...",NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,national-archives-and-records-administration,https://www.federalregister.gov/agencies/national-archives-and-records-administration,https://www.federalregister.gov/documents/2018/04/13/2018-07691/records-schedules-availability-and-request-for-comments,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07691.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07691.pdf?1523537127,https://www.federalregister.gov/api/v1/agencies/304.json,
2018-07689,2018-04-13,383,Nuclear Regulatory Commission,,Advisory Committee on Reactor Safeguards (ACRS): Meeting of the ACRS Subcommittee on NuScale; Notice of Meeting,,Notice,,NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07689/advisory-committee-on-reactor-safeguards-acrs-meeting-of-the-acrs-subcommittee-on-nuscale-notice-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07689.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07689.pdf?1523537127,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-07704,2018-04-13,383,Nuclear Regulatory Commission,,Advisory Committee on Reactor Safeguards; Notice of Meeting,,Notice,,NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07704/advisory-committee-on-reactor-safeguards-notice-of-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07704.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07704.pdf?1523537129,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-07688,2018-04-13,383,Nuclear Regulatory Commission,,Advisory Committee on Reactor Safeguards (ACRS): Meeting of the ACRS Subcommittee on APR1400; Notice of Meeting,,Notice,,NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07688/advisory-committee-on-reactor-safeguards-acrs-meeting-of-the-acrs-subcommittee-on-apr1400-notice-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07688.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07688.pdf?1523537127,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-07698,2018-04-13,383,Nuclear Regulatory Commission,,Supplementary Guidance Documents for Subsequent License Renewal,"The U.S. Nuclear Regulatory Commission (NRC) is issuing final NUREG-2221, ``Technical Bases for Changes in the Subsequent License Renewal Guidance Documents NUREG-2191 and NUREG-2192,'' and NUREG-2222, ``Disposition of Public Comments on the Draft Subsequent License Renewal Guidance Documents NUREG-2191 and NUREG-2192.'' These two documents describe the technical changes that were made to the guidance documents for initial license renewal, NUREG-1801, Revision 2, ``Generic Aging Lessons Learned (GALL) Report,'' and NUREG-1800, Revision 2, ``Standard Review Plan for Review of License Renewal Applications for Nuclear Power Plants,'' for utilities wishing to apply for subsequent license renewal (i.e., for operation from 60 to 80 years) along with the technical bases for these changes and the NRC staff's response to public comments received on the drafts of NUREG- 2191 and NUREG-2192.",Notice,"The U.S. Nuclear Regulatory Commission (NRC) is issuing final NUREG-2221, ``Technical Bases for Changes in the Subsequent License Renewal Guidance Documents NUREG-2191 and NUREG-2192,'' and NUREG-2222, ``Disposition of Public Comments on the Draft...",NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07698/supplementary-guidance-documents-for-subsequent-license-renewal,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07698.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07698.pdf?1523537128,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-07729,2018-04-13,383,Nuclear Regulatory Commission,,Information Collection: Requirements for Renewal of Operating Licenses for Nuclear Power Plants,"The U.S. Nuclear Regulatory Commission (NRC) invites public comment on the renewal of the Office of Management and Budget (OMB) approval for an existing collection of information. The information collection is entitled, ``Requirements for Renewal of Operating Licenses for Nuclear Power Plants.''",Notice,"The U.S. Nuclear Regulatory Commission (NRC) invites public comment on the renewal of the Office of Management and Budget (OMB) approval for an existing collection of information. The information collection is entitled, ``Requirements for Renewal of...",NUCLEAR REGULATORY COMMISSION,nuclear-regulatory-commission,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07729/information-collection-requirements-for-renewal-of-operating-licenses-for-nuclear-power-plants,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07729.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07729.pdf?1523537133,https://www.federalregister.gov/api/v1/agencies/383.json,
2018-07677,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Modify Rule 21.9 of the Exchange's Rules and Related Functionality Applicable to the Routing Options Made Available by the Exchange's Equity Options Platform",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07677/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07677.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07677.pdf?1523537125,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07674,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change Related to Transaction Fees for Use on Cboe BZX Exchange, Inc.'s Equity Platform",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07674/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07674.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07674.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07676,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change to Modify Rule 21.9 of the Exchange's Rules and Related Functionality Applicable to the Routing Options Made Available by the Exchange's Equity Options Platform",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07676/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07676.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07676.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07675,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Rule 19.3, Criteria for Underlying Securities",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07675/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07675.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07675.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07673,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Rule 19.3, Criteria for Underlying Securities",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07673/self-regulatory-organizations-cboe-bzx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07673.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07673.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07670,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; CboeBZX Exchange, Inc.; Notice of Filing of Amendment No. 2 and Order Granting Accelerated Approval of a Proposed Rule Change, as Modified by Amendment No. 2, To List and Trade Shares of the iShares Gold Strategy ETF Under Exchange Rule 14.11(i)",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07670/self-regulatory-organizations-cboebzx-exchange-inc-notice-of-filing-of-amendment-no-2-and-order,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07670.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07670.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07672,2018-04-13,466,Securities and Exchange Commission,,Self-Regulatory Organizations; Nasdaq PHLX LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Exchange's Pricing Schedule,,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07672/self-regulatory-organizations-nasdaq-phlx-llc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07672.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07672.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07671,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; Cboe EDGX Exchange, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change Related to Fees for Use on the Exchange's Equity Options Platform",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07671/self-regulatory-organizations-cboe-edgx-exchange-inc-notice-of-filing-and-immediate-effectiveness-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07671.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07671.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07669,2018-04-13,466,Securities and Exchange Commission,,"Self-Regulatory Organizations; MIAX PEARL, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Implement an Equity Rights Program",,Notice,,SECURITIES AND EXCHANGE COMMISSION,securities-and-exchange-commission,https://www.federalregister.gov/agencies/securities-and-exchange-commission,https://www.federalregister.gov/documents/2018/04/13/2018-07669/self-regulatory-organizations-miax-pearl-llc-notice-of-filing-and-immediate-effectiveness-of-a,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07669.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07669.pdf?1523537124,https://www.federalregister.gov/api/v1/agencies/466.json,
2018-07760,2018-04-13,481,Surface Transportation Board,,Kasgro Rail Corp.-Lease and Operation Exemption-KJ Rail Logistics LLC,,Notice,,SURFACE TRANSPORTATION BOARD,surface-transportation-board,https://www.federalregister.gov/agencies/surface-transportation-board,https://www.federalregister.gov/documents/2018/04/13/2018-07760/kasgro-rail-corp-lease-and-operation-exemption-kj-rail-logistics-llc,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07760.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07760.pdf?1523537137,https://www.federalregister.gov/api/v1/agencies/481.json,
2018-07662,2018-04-13,492,Transportation Department,Federal Aviation Administration,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Neighborhood Environmental Survey,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval for to renew an information collection. It is not a new collection, but an extension to the Neighborhood Environmental Survey initially publish in Federal Register/Thursday, June 12, 2014/Notices. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on November 30, 2017. The purpose of this research is to conduct a nation-wide survey to update the scientific evidence of relationship between aircraft noise exposure and its effects on communities around airports. There were four responses to the 60-day Federal Register Notice. The notice received comments from Airport Noise Report, Old Naples Association, a community-based organization at Naples Florida, and two Massachusetts residents.",Notice,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval for to renew an information collection. It is not a new collection, but an extension...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/04/13/2018-07662/agency-information-collection-activities-requests-for-comments-clearance-of-renewed-approval-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07662.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07662.pdf?1523537123,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-07663,2018-04-13,492,Transportation Department,Federal Aviation Administration,"Public Notice for Waiver of Aeronautical Land Use Assurance; Arlington Municipal Airport, Arlington, WA","Notice is being given that the FAA is considering a proposal from the City of Arlington Airport Director to change certain portions of the airport from aeronautical use to non-aeronautical use at Arlington Municipal Airport, Arlington, WA. The proposal consists of approximately 52,500 square feet on the west side of the airfield adjacent to 51st Avenue, Northeast.",Notice,"Notice is being given that the FAA is considering a proposal from the City of Arlington Airport Director to change certain portions of the airport from aeronautical use to non-aeronautical use at Arlington Municipal Airport, Arlington, WA. The proposal...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/04/13/2018-07663/public-notice-for-waiver-of-aeronautical-land-use-assurance-arlington-municipal-airport-arlington-wa,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07663.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07663.pdf?1523537123,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-07659,2018-04-13,492,Transportation Department,Federal Aviation Administration,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Aircraft Registration,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew a previously approved information collection. The information collected is used by the FAA to register aircraft or hold an aircraft in trust. The information required to register and prove ownership of an aircraft is required from any person wishing to register an aircraft. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on January 30, 2018. No comments were received.",Notice,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew a previously approved information collection. The information collected is...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/04/13/2018-07659/agency-information-collection-activities-requests-for-comments-clearance-of-renewed-approval-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07659.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07659.pdf?1523537121,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-07661,2018-04-13,492,Transportation Department,Federal Aviation Administration,Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Certification: Air Carriers and Commercial Operators,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The information collected will be used to issue air carrier operating certificates and to establish minimum safety standards for the operation of the air carriers to whom such certificates are issued. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on December 28, 2017. There were no responses to the 60-day Federal Register Notice.",Notice,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The information collected will be used to issue...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/04/13/2018-07661/agency-information-collection-activities-requests-for-comments-clearance-of-renewed-approval-of,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07661.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07661.pdf?1523537122,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-07751,2018-04-13,492,Transportation Department,Federal Highway Administration,Surface Transportation Project Delivery Program; Utah Department of Transportation Audit Report,"The Moving Ahead for Progress in the 21st Century Act (MAP-21) established the Surface Transportation Project Delivery Program that allows a State to assume FHWA's environmental responsibilities for environmental review, consultation, and compliance under the National Environmental Policy Act (NEPA) for Federal highway projects. When a State assumes these Federal responsibilities, the State becomes solely responsible and liable for carrying out the responsibilities it has assumed, in lieu of FHWA. This program mandates annual audits during each of the first 4 years of State participation to ensure compliance with program requirements. This notice announces and solicits comments on the first audit report for the Utah Department of Transportation (UDOT).",Notice,"The Moving Ahead for Progress in the 21st Century Act (MAP-21) established the Surface Transportation Project Delivery Program that allows a State to assume FHWA's environmental responsibilities for environmental review, consultation, and compliance...",DEPARTMENT OF TRANSPORTATION,transportation-department,https://www.federalregister.gov/agencies/transportation-department,https://www.federalregister.gov/documents/2018/04/13/2018-07751/surface-transportation-project-delivery-program-utah-department-of-transportation-audit-report,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07751.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07751.pdf?1523537136,https://www.federalregister.gov/api/v1/agencies/492.json,
2018-07507,2018-04-13,497,Treasury Department,,Departmental Offices Debt Management Advisory Committee Meeting,,Notice,,DEPARTMENT OF THE TREASURY,treasury-department,https://www.federalregister.gov/agencies/treasury-department,https://www.federalregister.gov/documents/2018/04/13/2018-07507/departmental-offices-debt-management-advisory-committee-meeting,https://www.gpo.gov/fdsys/pkg/FR-2018-04-13/pdf/2018-07507.pdf,https://s3.amazonaws.com/public-inspection.federalregister.gov/2018-07507.pdf?1523537120,https://www.federalregister.gov/api/v1/agencies/497.json,
